ORDER_KEY,ORDER_STATUS,UNITS,DISCNT_VALUE,COST_FIXED,COST_VARIABLE,REVENUE,TIME_BILL_DT,TIME_PAID_DT,PROD_ITEM_KEY,CUST_NUMBER,CUST_NAME,CUST_BIRTH_DT,CUST_CRDT_RATE,CUST_GENDER,CUST_SEGMENT,CUST_MARITAL_STATUS,CUST_TYPE,ADDR_KEY,ADDRESS1,ADDRESS2,POSTAL_CODE,CITY,STATE_PROV,REGION,COUNTRY_CODE,COUNTRY_NAME,AREA,CHANNEL_NAME,PROD_BRAND,PROD_LOB,PROD_TYPE,PRODUCT,PROD_ITEM_DSC
773729,9-On Hold,19,53.51,219.34,758.12,1901.51,19-Jan-13,27-Feb-13,1050,1261,Benjamin Shiner,2-Jun-69,603,M,Students,Single,TYPE 5,7411,577,Cleveland Ave,KW11556,Kuwait City,,EMEA,KWT,Kuwait,Middle East,Store,FunPod,Digital,Camera,MPEG4 Camcorder,FinePix SLR X136 Silver
2405938,2-Fulfilled,6,0,1.21,2.11,13.5,5-Nov-11,19-Dec-11,1273,1328,Kierra Middleton,13-Jun-81,809,M,Students,Single,TYPE 5,10936,2799,Cajon Blvd,JP101669,Osaka,,APAC,JPN,Japan,East,Reseller,HomeView,Services,Maintenance,Maintenance,PocketFun Car Pack P33 Silver
1211606,4-Billed,5,0,1.61,1.05,11.25,24-May-11,30-Jun-11,1271,9458,Anna Pont,19-May-58,807,M,Baby Boomers,Married,TYPE 2,13709,9,Chandler Ave #355,CR11665,San Jos,,AMERICAS,CRI,Costa Rica,Central,Store,HomeView,Services,Maintenance,Maintenance,PocketFun Car Pack P33 Yellow
2549466,3-Shipped,12,0,887.5,4077.36,5897.78,21-Apr-12,26-May-12,1159,9531,Ellis Philip,29-Dec-57,638,M,Active Singles,Married,TYPE 2,4253,,NURSES WALK,2000,Sydney,NSW,APAC,AUS,Australia,South,Store,HomeView,TV,LCD,LCD 36X Standard,FinFlex Camcorder 2/3'' 17mm X100 Black
3796551,3-Shipped,12,110.61,268.45,1167.14,1385.23,4-Sep-12,20-Oct-12,1087,1079,Teresa Rubio,11-Jun-69,789,M,Baby Boomers,Divorced,TYPE 4,13655,847,Norristown Rd,CO11655,Bogot,,AMERICAS,COL,Colombia,Central,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C445Grey
2952812,3-Shipped,10,0,155.17,742.02,880.72,26-Jul-12,2-Sep-12,1473,2592,Michele Walacheski,2-Jan-75,700,M,Students,Married,TYPE 2,5635,808,Glen Cove Ave,HK151507,Kwun Tong,,APAC,HKG,Hong Kong,South,Reseller,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen 8 GB of Memory M400 Black
3606788,4-Billed,21,8.36,402.41,52.79,442.73,12-Sep-13,23-Oct-13,755,5060,Dayen Ruminov,18-Oct-84,678,M,Baby Boomers,Divorced,TYPE 2,9051,49,Walnut St,ZA176698,Cape Town,,EMEA,ZAF,South Africa,Africa,Catalog,FunPod,Games,Fixed,Game Station,DigiTech Power Adapter PP33 Black
228347,1-Booked,4,1.96,50.51,84.54,64.68,20-Feb-11,4-Apr-11,1269,2694,Krqecom Headlines,3-Jan-85,835,M,Others,Divorced,TYPE 2,6268,71585,S Ayon Ave #9,MA126602,Rabat,,EMEA,MAR,Morocco,North Africa,Store,HomeView,Services,Install,Install,DigiTech Carrying Case E20Blue
2581663,5-Paid,9,0.8,6.52,31.47,32.58,9-Apr-12,21-May-12,751,346,Alma Elliott,25-Jul-57,606,F,Active Singles,Married,TYPE 1,250,2401,16TH ST,94103,San Francisco,California,AMERICAS,USA,United States,North America,Reseller,FunPod,Games,Fixed,Game Station,DigiTech Compact Case VT694 Black
778934,2-Fulfilled,10,85.44,322.79,296.99,1399.14,29-Jan-13,9-Mar-13,1480,880,Christopher Evans,21-Feb-73,665,F,Active Singles,Married,TYPE 1,6030,700,Wilmson Rd,UK176690,Dnipropetrovsk,,EMEA,UKR,Ukraine,Eastern,Store,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Grey
2555850,4-Billed,9,12.82,914.13,52.76,455.57,9-Apr-12,21-May-12,689,2218,Jacobo Perez,12-Sep-90,732,M,Baby Boomers,Divorced,TYPE 4,11493,750,Lancaster Ave,BR196660,Rio De Janeiro,,AMERICAS,BRA,Brazil,South America,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Grey
424239,2-Fulfilled,4,0,4.22,16.51,53.23,3-Mar-11,9-Apr-11,897,1074,Canada Finds,22-Nov-56,680,M,Baby Boomers,Divorced,TYPE 4,9504,374,Sunrise Ave,SW101414,Stockholm,,EMEA,SWE,Sweden,Northern,Store,FunPod,Games,Portable,PocketFun ES,KeyMax USB Keyboard E90 Black
2545889,2-Fulfilled,10,2.72,10.95,15.09,72.75,28-Apr-12,13-Jun-12,1296,5657,Christina Dickinson,27-Jun-81,768,M,Students,Single,TYPE 4,14623,8961,S Central Expy,CH11604,Santiago,,AMERICAS,CHL,Chile,South America,Store,HomeView,Services,Maintenance,Maintenance,DigiTech USB Cable E563 Black
3255741,9-On Hold,6,38.49,143.37,495.8,1367.22,29-May-13,17-Jul-13,1500,1760,Megan Grunwald,5-Jul-62,618,M,Baby Boomers,Divorced,TYPE 2,7238,7463,Elmwood Park Blvd,JP11589,Nagoya,,APAC,JPN,Japan,East,Online,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Pink
3519563,3-Shipped,11,54.17,403.33,1593.41,1923.18,30-Sep-13,17-Nov-13,1081,2349,Simon Thorneloe,21-Jan-60,804,M,Active Singles,Married,TYPE 2,2028,,CHAPMAN RD,2038,Sydney,NSW,APAC,AUS,Australia,South,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Silver
1349061,9-On Hold,5,0,20.46,104.61,288.03,2-Jun-11,16-Jul-11,1244,6499,Tulsi Pal,6-Aug-75,624,M,Baby Boomers,Married,TYPE 3,2165,,OXFORD ST,2010,Sydney,NSW,APAC,AUS,Australia,South,Store,FunPod,Games,Portable,PocketFun ES,DigiTech Campos 3mm X4561/2'' 3mm E300 White
827726,5-Paid,8,34.17,619.15,2859.14,2800.17,12-Jan-13,12-Feb-13,1202,4158,Seth Gardner,7-Mar-65,677,M,Urban based,Divorced,TYPE 2,14235,3,Industrial Blvd,BR146660,Rio De Janeiro,,AMERICAS,BRA,Brazil,South America,Online,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex HCL MV 1/3'' 8.5mm X200 Grey
2489479,9-On Hold,12,0,3.94,19.43,49.75,2-Nov-11,16-Dec-11,880,8272,Francesca Martinez,9-May-64,605,M,Active Singles,Divorced,TYPE 1,13241,43157,Cypress St,PE101541,Lima,,AMERICAS,PER,Peru,South America,Catalog,FunPod,Games,Portable,PocketFun ES,DigiTech Optical Wheel XBox M33 Black
484128,4-Billed,9,43.19,1467.08,95.24,765.23,30-Mar-11,7-May-11,1545,3218,Kaylie Pick,28-Oct-92,672,M,Baby Boomers,Divorced,TYPE 4,7992,8855,North Ave,AR151699,Lomas De Zamora,,AMERICAS,ARG,Argentina,South America,Catalog,BizTech,Communication,Smart Phones,KeyMax S-Phone,PhoneCell SmartPhoneUnlocked 3.5 inches M530 Silver
439418,4-Billed,4,1.96,20.23,8.46,64.71,26-Mar-11,10-May-11,1247,6230,Alycia Maegan,3-Jun-64,613,M,Active Singles,Divorced,TYPE 1,14268,6629,Main St,BR181660,San Paulo,,AMERICAS,BRA,Brazil,South America,Reseller,HomeView,Services,Maintenance,Maintenance,DigiTech Power Pack 7445 Silver
3757654,3-Shipped,5,47.36,184.98,702.95,970.26,28-Dec-13,14-Feb-14,1534,4603,Reily Webster,6-May-57,667,M,Urban based,Widow,TYPE 4,6918,19,Court St,UK11424,Kiev,,EMEA,UKR,Ukraine,Eastern,Online,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell GPS Tracker  4.7 inch L850 Black
3248299,9-On Hold,21,0,226.53,696.08,2160.19,29-Jun-13,8-Aug-13,1130,2878,Bonny Wright,5-Dec-56,675,M,Baby Boomers,Divorced,TYPE 2,4189,,HENDERSON RD,2015,Sydney,NSW,APAC,AUS,Australia,South,Online,FunPod,Digital,Camera,MPEG4 Camcorder,FinFlex Digital Camera D3109 Pink
2254869,3-Shipped,13,61.45,121.95,585.79,769.49,22-Dec-11,5-Feb-12,696,7829,Joy Marks,17-Dec-90,835,M,Baby Boomers,Married,TYPE 4,9335,136,2nd Ave N,KE11511,Nairobi,,EMEA,KEN,Kenya,Africa,Store,FunPod,Games,Fixed,HomeCoach 2000,CompCell Color LaserJet 4350 M600 Grey
1889321,3-Shipped,5,0,7.32,75.02,80.89,4-Oct-11,17-Nov-11,1247,8150,Neil Berry,14-Jul-55,769,M,Urban based,Widow,TYPE 4,1177,87,HOLLOWAY ROAD,N7 8,London,EN,EMEA,GBR,United Kingdom,Northern,Store,HomeView,Services,Maintenance,Maintenance,DigiTech Power Pack 7445 Silver
3334866,1-Booked,8,43.94,664.56,2712.1,2339.69,13-Jul-13,18-Aug-13,718,3447,Kody Watson,2-Mar-55,638,M,Urban based,Divorced,TYPE 5,6551,199,Maple Ave,AU11419,Vienna,,EMEA,AUT,Austria,Europe,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Color Ink Jet X500 Black
798184,4-Billed,13,6.3,231.14,22.07,151.31,18-Jan-13,6-Mar-13,793,9452,Andreina Tellez,16-Jun-77,675,M,Active Singles,Widow,TYPE 4,12186,5,Columbia Pike,OM11574,Muscat,,EMEA,OMN,Oman,Middle East,Store,HomeView,Services,Maintenance,Maintenance,DigiTech Starter Kit X459White
3321796,2-Fulfilled,10,23.08,245.49,169.84,1170.43,1-Jul-13,9-Aug-13,1536,2898,Jillian Butler,24-Feb-67,646,M,Active Singles,Married,TYPE 1,8056,18514,E 4th St #8,IR101542,Baghdad,,EMEA,IRQ,Iraq,Middle East,Store,BizTech,Communication,Phones,CompCell RX3,PhoneCell GPS Phone 3.7 inch M930 Black
1580244,4-Billed,12,0,183.19,143.84,1156.18,3-Jul-11,9-Aug-11,1564,5948,Phlex Ruger,27-Mar-90,791,M,Baby Boomers,Divorced,TYPE 5,9929,30338,S Dunworth St,AR101504,Abu Dhabi,,EMEA,ARE,United Arab Emirates,Middle East,Store,BizTech,Communication,Smart Phones,KeyMax S-Phone,PhoneCell SmartPhoneUnlocked 4.7 inches L550 White
14929,5-Paid,4,27.47,66.32,400.78,418.57,13-Jan-11,1-Mar-11,1143,223,Sally Andreu,22-Apr-72,600,M,Baby Boomers,Widow,TYPE 5,9602,2803,N Catalina Ave,ZA11571,Pretoria,,EMEA,ZAF,South Africa,Africa,Store,FunPod,Digital,Camera,MPEG4 Camcorder,FinFlex Camera D3200 Green
3075551,2-Fulfilled,13,0,305.06,280.79,1454.57,1-Apr-13,15-May-13,1099,7471,Mathew Bennett,10-Jun-56,815,M,Urban based,Married,TYPE 1,8811,48,General George Patton Dr #8611,MU101583,Port Louis,,EMEA,MUS,Mauritius,Africa,Reseller,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C445Pink
3620178,9-On Hold,14,17.58,108.19,365.22,1134.81,20-Dec-13,27-Jan-14,1548,3797,Allyson Symmonds,30-Jun-59,601,M,Baby Boomers,Divorced,TYPE 1,4104,122,LIVERPOOL ST,2000,Sydney,NSW,APAC,AUS,Australia,South,Store,BizTech,Communication,Phones,CompCell RX3,PhoneCell GPS Handheld  3.7 inch M630 Silver
2695307,3-Shipped,12,6.38,22.8,109.24,113.59,25-May-12,29-Jun-12,756,2842,Nancy Fuentes,7-Nov-84,703,M,Students,Married,TYPE 3,6358,404,Broxton Ave,JP101675,Osaka,,APAC,JPN,Japan,East,Store,HomeView,Services,Maintenance,Maintenance,DigiTech USB 3.0 CardM800 Black
3749753,3-Shipped,8,96.08,306.55,1059.32,1461.61,23-Nov-13,10-Jan-14,1097,2103,Jack Clarkewilliams,13-May-57,644,M,Active Singles,Divorced,TYPE 1,6565,69206,Jackson Ave,RU176696,Sankt-Peterburg,,APAC,RUS,Russia,North,Online,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Pink
3313858,2-Fulfilled,21,127.54,518.09,358.34,2470.33,1-Jul-13,19-Aug-13,1082,2267,Hannah Brown,18-Jun-91,723,M,Rural based,Divorced,TYPE 1,12540,58,State St #998,MD11605,Antananarivo,,EMEA,MDG,Madagascar,Africa,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha M143 Silver
2641327,5-Paid,10,34.36,366.92,1502.45,1828.59,5-May-12,21-Jun-12,676,430,Adrian Gillaspy,3-Dec-59,665,F,Active Singles,Divorced,TYPE 2,7097,30024,Whipple Ave Nw,PA11616,Panama City,,AMERICAS,PAN,Panama,Central,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone TX00 White
15791,3-Shipped,9,35.23,283.05,1234.09,1786.44,12-Jan-11,1-Mar-11,1096,4812,Don Omar,28-Mar-55,737,M,Rural based,Divorced,TYPE 4,13257,2803,N Catalina Ave,CO11655,Bogot,,AMERICAS,COL,Colombia,Central,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha X145 Pink
585301,9-On Hold,9,0,443.16,1810.82,4656.14,6-Feb-12,23-Mar-12,1204,7107,Chase Foster,9-Sep-60,736,M,Active Singles,Married,TYPE 4,9748,35662,S University Blvd,FR196423,Lyon,,EMEA,FRA,France,Europe,Store,HomeView,TV,LCD,LCD HD Television,FinFlex Camcorder 1'' 25mm X400 Grey
2561762,9-On Hold,9,17.01,45.45,144.42,453.01,10-Apr-12,13-May-12,642,1444,Paloma King,30-Mar-75,617,M,Active Singles,Divorced,TYPE 3,8837,9495,Central Hwy #66,NO11404,Oslo,,EMEA,NOR,Norway,Northern,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell LaserJet SeriesM100 Black
126523,9-On Hold,8,78.68,110.55,542.64,1395.33,27-Jan-11,1-Mar-11,1081,8898,Helen Paddon,6-Sep-87,838,M,Rural based,Divorced,TYPE 5,14164,12398,Duluth St,BO101661,La Paz,,AMERICAS,BOL,Bolivia,South America,Reseller,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Silver
2485224,3-Shipped,13,13.12,100.62,483.79,634.85,15-Dec-11,24-Jan-12,733,3436,Lauren Spence,29-Mar-67,824,M,Baby Boomers,Divorced,TYPE 3,7003,1529,Prince Rodgers Ave,MR101626,Nouakchott,,EMEA,MRT,Mauritania,Africa,Online,FunPod,Games,Fixed,HomeCoach 2000,CompCell DraftPro Gamer T40Green
3231916,9-On Hold,8,54.17,201.67,697.06,1923.18,17-Jun-13,4-Aug-13,1077,4911,Danielle Wiget,10-Aug-56,661,M,Baby Boomers,Divorced,TYPE 2,8064,2799,Cajon Blvd,PA101616,Panama City,,AMERICAS,PAN,Panama,Central,Online,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Black
690986,4-Billed,9,2.87,9.17,4.62,45.68,13-Mar-12,1-May-12,814,6011,Elliott Board,13-Jan-64,676,M,Rural based,Married,TYPE 2,9735,327,Ward Pky,IT101425,Rome,,EMEA,ITA,Italy,Europe,Store,FunPod,Games,Fixed,Game Station,SoundX Starter Kit R33 Grey
1050321,9-On Hold,10,0,96.05,418.63,1212.33,13-Apr-11,17-May-11,1522,8608,Maya Dillon,21-Aug-62,788,M,Baby Boomers,Single,TYPE 3,9079,57869,Alemany Blvd,AR151514,Almirante Brown,,AMERICAS,ARG,Argentina,South America,Store,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell PDA Wifi4.7-inch L290 Black
2991810,5-Paid,9,18.4,173.05,965.3,982.22,1-Aug-12,15-Sep-12,1542,6175,Adrian Jr,16-Mar-93,633,M,Active Singles,Divorced,TYPE 3,2361,,,KI101646,Tarawa,,APAC,KIR,Kiribati,East,Online,BizTech,Communication,Smart Phones,KeyMax S-Phone,PhoneCell SmartPhone3.7 inches M340 Silver
3402314,9-On Hold,13,54.08,120.65,417.25,1150.65,18-Aug-13,20-Sep-13,1476,5368,Darlene Rankin,8-Jan-56,653,M,Active Singles,Divorced,TYPE 1,8944,1585,Salem Church Rd #59,RU176429,Moscow,,APAC,RUS,Russia,North,Online,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen -320 x 320 M86 Black
3330830,5-Paid,11,0,309.75,1427.49,1476.92,10-Aug-13,23-Sep-13,1129,6726,Emilie Ollivier,5-Apr-67,615,M,Urban based,Divorced,TYPE 2,12309,8978,W Henrietta Rd,MN11545,Ulaanbaatar,,APAC,MNG,Mongolia,North,Store,FunPod,Digital,Camera,MPEG4 Camcorder,FinFlex Camera D480Pink
3078277,2-Fulfilled,13,64.97,484,334.78,2307.81,25-Apr-13,1-Jun-13,1101,9309,Brit Wallis,14-Sep-55,751,M,Others,Divorced,TYPE 4,9832,446,Woodward Ave #1,CA231602,Montreal,,AMERICAS,CAN,Canada,North America,Reseller,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Blue
1013179,3-Shipped,5,4.13,22.99,126.29,145.1,30-Apr-11,15-Jun-11,678,9880,Filipi Hopkins,11-Jun-93,623,M,Rural based,Widow,TYPE 2,1509,,,LB101597,Beirut,,EMEA,LBN,Lebanon,Middle East,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Gun 3422Grey
264605,6-Cancelled,9,0,198.42,1017.14,1251.92,23-Feb-11,2-Apr-11,737,6134,Jesus Romo,13-Apr-66,733,M,Urban based,Married,TYPE 2,1504,,,KW101556,Kuwait City,,EMEA,KWT,Kuwait,Middle East,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Green
1690896,3-Shipped,11,132.66,468.55,4392.78,4708.88,30-Jul-11,31-Aug-11,1231,4530,Baris Stars,22-Feb-72,622,M,Active Singles,Divorced,TYPE 4,10602,5,Richmond Ct,HK11509,Sha Tin,,APAC,HKG,Hong Kong,South,Store,HomeView,TV,Plasma,Plasma HD Television,Maxifun Independent Filmmaker M442/3'' 17mm X100 Black
3046821,3-Shipped,11,21.88,162.61,749.09,775.36,9-Apr-13,24-May-13,1481,355,Michaela Barber,23-May-70,600,M,Rural based,Married,TYPE 3,12523,73,Dennison St #70,TC101667,Ndjamena,,EMEA,TCD,Chad,Africa,Store,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell Mobile X256Grey
2401959,5-Paid,13,14.55,122.83,726.67,775.04,21-Nov-11,24-Dec-11,705,6356,Elizabeth Cook,17-Jan-71,616,M,Active Singles,Single,TYPE 3,12846,790,E Wisconsin Ave,PH11607,Manila,,APAC,PHL,Philippines,South,Store,BizTech,Communication,Phones,CompCell RX3,CompCell Fax Phone P800 White
1835111,3-Shipped,6,1.79,15.16,97.15,95.67,29-Aug-11,29-Sep-11,888,7161,Francisco Cuello,14-Mar-69,791,M,Others,Married,TYPE 3,3050,210,ELLIS ST,94102,San Francisco,California,AMERICAS,USA,United States,North America,Catalog,FunPod,Games,Portable,PocketFun ES,DigiTech Optical XBox S70 White
2906361,4-Billed,9,117.35,738.92,555.32,4464.07,2-Aug-12,21-Sep-12,1158,9038,Fong Hui,27-Jan-70,680,F,Active Singles,Married,TYPE 1,8463,173,Howard Ave,MY11584,Kuala Lumpur,,APAC,MYS,Malaysia,South,Store,HomeView,TV,LCD,LCD HD Television,FinFlex Camcorder 1/3'' 8.5mm X200 Black
590392,2-Fulfilled,9,0,109.6,333.47,1131.04,2-Feb-12,7-Mar-12,1522,4787,Stephanie Fielding,10-Jul-62,621,M,Urban based,Married,TYPE 4,13810,37,Saint Louis Ave #292,HN101588,Tegucigalpa,,AMERICAS,HND,Honduras,Central,Store,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell PDA Wifi4.7-inch L290 Black
2507653,9-On Hold,6,1.09,8.34,35.95,105.24,27-Dec-11,7-Feb-12,932,4555,Anthony Fois,1-Feb-88,774,M,Baby Boomers,Single,TYPE 4,12777,48,General George Patton Dr #8611,EG11532,Cairo,,EMEA,EGY,Egypt,North Africa,Catalog,FunPod,Games,Fixed,Game Station,KeyMax 2GB Memory X300Black
643761,2-Fulfilled,12,4.76,42.84,35.22,225.01,22-Feb-12,26-Mar-12,1250,4063,Ben Hemmings,17-Sep-54,677,M,Active Singles,Single,TYPE 1,13249,40809,Rockburn Hill Rd,CR11665,San Jos,,AMERICAS,CRI,Costa Rica,Central,Reseller,HomeView,Services,Maintenance,Maintenance,DigiTech Travel Pack U742Silver
637839,5-Paid,9,46.1,233.77,1273.62,1228.06,14-Feb-12,27-Mar-12,1148,8418,Erica Schmitz,4-Dec-56,638,M,Urban based,Widow,TYPE 5,3619,,PARK LANE,W1K 7,London,EN,EMEA,GBR,United Kingdom,Northern,Reseller,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Karaoke 1'' 25mm E400 Black
712906,1-Booked,12,0,153.06,9313.74,1579.49,12-Mar-12,16-Apr-12,1534,626,Brittany Tyler,23-Dec-66,661,F,Rural based,Divorced,TYPE 1,12510,35673,Annapolis Rd #190,MY11584,Kuala Lumpur,,APAC,MYS,Malaysia,South,Store,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell GPS Tracker  4.7 inch L850 Black
3098489,9-On Hold,19,8.07,9.9,52.97,142.13,9-Apr-13,27-May-13,773,9808,Alysson Jones,31-Jul-93,634,M,Active Singles,Divorced,TYPE 5,4036,,CAMPBELL ST,2010,Sydney,NSW,APAC,AUS,Australia,South,Online,HomeView,Services,Maintenance,Maintenance,DigiTech USB Wave Multimedia Keyboard 40 Black
3331845,9-On Hold,12,40.93,240.89,703.23,2178.98,30-Jul-13,3-Sep-13,1145,4004,Jasmine Unger,23-Jul-59,629,M,Students,Divorced,TYPE 4,577,,,US260951,Jackson,Georgia,AMERICAS,USA,United States,North America,Store,HomeView,TV,Plasma,Plasma HD Television,MaxiFun 1/2'' 3mm M300 Black
3179090,5-Paid,12,23,170.68,1116.8,1224.78,22-May-13,22-Jun-13,645,8000,Nana Delaville,26-Oct-57,746,M,Active Singles,Divorced,TYPE 4,8423,6,W Cornelia Ave,AR126504,Abu Dhabi,,EMEA,ARE,United Arab Emirates,Middle East,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Jet Color Gamer K302 Black
3851155,9-On Hold,12,0,244.95,825.75,2441.55,16-Sep-12,5-Nov-12,689,9569,Ruben Finol,29-Oct-76,690,M,Rural based,Divorced,TYPE 5,12257,9296,Prince Rodgers Ave,UZ101676,Tashkent,,APAC,UZB,Uzbekistan,West,Store,BizTech,Communication,Phones,CompCell RX3,CompCell DeskJet Plus Printer X450Grey
927534,6-Cancelled,10,53.34,201.53,675.45,873.56,21-Feb-13,5-Apr-13,1508,9143,Anthony Raimbault,8-Jun-56,612,M,Active Singles,Divorced,TYPE 2,8711,70680,S Rider Trl,RU176488,Yaroslavl,,APAC,RUS,Russia,North,Catalog,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen Expert M400 Pink
2019278,5-Paid,9,47.88,163.12,755.93,850.9,7-Sep-11,8-Oct-11,1554,4034,Nat Mills,25-Mar-66,687,M,Baby Boomers,Widow,TYPE 1,8517,1,E Main St,TJ11534,Dushanbe,,EMEA,TJK,Tajikistan,Eastern,Store,BizTech,Communication,Phones,CompCell RX3,PhoneCell GPS Phone 3.7 inch M930 Silver
3584273,1-Booked,15,8.61,45.01,2233.18,407.11,10-Oct-13,25-Nov-13,1287,1113,Alma Pastrana,15-Mar-65,617,M,Active Singles,Divorced,TYPE 2,5595,8855,North Ave,KW101510,Kuwait City,,EMEA,KWT,Kuwait,Middle East,Online,HomeView,TV,LCD,LCD 36X Standard,DigiTech LCD Charger 4AA White
2861581,9-On Hold,12,35.49,47.44,150.89,472.86,27-Aug-12,28-Sep-12,653,6110,Joel Larson,3-Sep-67,606,M,Rural based,Divorced,TYPE 3,14838,790,E Wisconsin Ave,PE101541,Lima,,AMERICAS,PER,Peru,South America,Store,FunPod,Games,Portable,PocketFun ES,CompCell Photo Gamer X456 Black
754251,1-Booked,12,31.26,107.68,6552.38,1111.2,9-Mar-12,15-Apr-12,1532,9806,Shelby Seifert,14-Aug-81,688,M,Urban based,Married,TYPE 4,13245,15126,Goldenwest St,BO11661,La Paz,,AMERICAS,BOL,Bolivia,South America,Online,BizTech,Communication,Phones,V5x Flip Phone,PhoneCell GPS Tracker  3.5 inch M810 Black
760513,5-Paid,9,11.77,73.58,344.19,379.69,7-Mar-12,26-Apr-12,1490,4548,Ilana Furman,29-Oct-87,789,M,Baby Boomers,Divorced,TYPE 3,2253,,,AU176564,Hobart,,APAC,AUS,Australia,South,Online,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 White
1838093,9-On Hold,10,26.94,75.82,372.01,957.1,10-Oct-11,10-Nov-11,1518,7024,Kyle True,8-Aug-74,615,M,Urban based,Widow,TYPE 4,14488,67729,180th St,SL11581,San Salvador,,AMERICAS,SLV,El Salvador,Central,Store,BizTech,Communication,Smart Phones,Touch-Screen T5,PhoneCell Touch Screen Expert M400 Gold
595631,2-Fulfilled,9,20.71,200.01,162.97,1050.67,21-Feb-12,31-Mar-12,1172,2444,Juan Anibal,11-Mar-55,837,M,Students,Married,TYPE 4,10443,61550,S Figueroa St,NP11544,Kathmandu,,APAC,NPL,Nepal,North,Store,BizTech,Electronics,Audio,MicroPod 60Gb,FinFlex Gaming Smart Karaoke1'' 25mm E400 White
961239,3-Shipped,19,112.66,461.16,1449.09,1999.02,1-Mar-13,12-Apr-13,1470,7700,Hillary Odoms,12-Mar-59,708,M,Urban based,Widow,TYPE 2,1252,291,MARE STREET,E8 1,London,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Digital,Camera,MPEG4 Camcorder,PhoneCell Touch Screen without camera E100 Black
3869017,4-Billed,8,0,387.85,25,203.46,15-Oct-12,15-Nov-12,702,6191,Roshni Jain,30-Jun-63,669,M,Baby Boomers,Widow,TYPE 5,3543,29,THEOBALDS ROAD,WC1X 8,London,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Games,Portable,MaxiFun 2000,CompCell Laser Jet Gamer FX300 White
224811,5-Paid,9,53.66,265.29,1456.3,1522.17,28-Feb-11,19-Apr-11,1077,1006,Gold Lawson,25-Apr-56,754,M,Rural based,Divorced,TYPE 2,1419,,,GB126484,Leeds,EN,EMEA,GBR,United Kingdom,Northern,Store,FunPod,Digital,Camera,7 Megapixel Digital Camera,DigiTech Camera SLR Alpha C600Black
4189892,4-Billed,13,7.49,106.65,55.55,531.58,27-Nov-12,5-Jan-13,712,9768,Jillian Renee,17-Jun-61,663,M,Baby Boomers,Married,TYPE 2,12805,2677,S Jackson St,UZ11676,Tashkent,,APAC,UZB,Uzbekistan,West,Catalog,FunPod,Games,Fixed,HomeCoach 2000,CompCell All-In-One Game PT230M401 Black
849997,3-Shipped,19,20.11,98.42,597.39,612.04,25-Jan-13,4-Mar-13,648,896,Niles Hurd,20-Nov-80,680,F,Rural based,Single,TYPE 1,10122,423,S Navajo St #56,MR101626,Nouakchott,,EMEA,MRT,Mauritania,Africa,Catalog,FunPod,Games,Fixed,HomeCoach 2000,CompCell Fax Ninja FT300Black
